Date,Close,sentiment
2017-01-03,43.397999,0.22505618960164417
2017-01-04,45.397999,0.06643848538292986
2017-01-05,45.349998,0.0435207336523126
2017-01-06,45.801998,0.06887613144431326
2017-01-09,46.256001,0.05412399505256648
2017-01-10,45.973999,0.23345959595959595
2017-01-11,45.945999,0.11217775526286164
2017-01-12,45.917999,0.034867243867243866
2017-01-13,47.549999,0.025787284610814025
2017-01-17,47.116001000000004,0.058700096200096176
2017-01-18,47.672001,0.024798865851497424
2017-01-19,48.751999,0.05010382329189669
2017-01-20,48.945999,-0.010484848484848484
2017-01-23,49.784,0.02232572982572982
2017-01-24,50.922001,0.0680950172276703
2017-01-25,50.894001,0.03211287477954145
2017-01-26,50.501999,-0.0069769863584296585
2017-01-27,50.59,-0.03117484367484367
2017-01-30,50.125999,0.018906105876694123
2017-01-31,50.386002000000005,-0.030500459136822766
2017-02-01,49.848,0.03900054971483546
2017-02-02,50.310001,0.01472134767589314
2017-02-03,50.265999,0.0030827454438565687
2017-02-06,51.554001,0.12705795496493172
2017-02-07,51.495998,0.006170274170274178
2017-02-08,52.416,0.0014087301587301711
2017-02-09,53.84,0.043179466230936825
2017-02-10,53.846001,0.0034624017957351296
2017-02-13,56.119999,0.046794501794501814
2017-02-14,56.195999,0.17053545963840108
2017-02-15,55.952,0.20047169811320747
2017-02-16,53.790001000000004,0.14891741071428574
2017-02-17,54.445999,0.10979668271803104
2017-02-21,55.478001,0.02740780340349306
2017-02-22,54.702,0.1142507102272728
2017-02-23,51.198002,0.10721552461166685
2017-02-24,51.400002,0.0767069992069993
2017-02-27,49.245998,0.08572478662594937
2017-02-28,49.998001,0.05308065123282512
2017-03-01,50.004002,0.025141531595019976
2017-03-02,50.096001,0.1556363987093154
2017-03-03,50.313999,0.031350058515412844
2017-03-06,50.242001,0.04636844636844636
2017-03-07,49.717999,0.051273792345220906
2017-03-08,49.374001,0.06376262626262626
2017-03-09,48.98,0.19529037447070235
2017-03-10,48.737999,0.13671513708513705
2017-03-13,49.234001,0.017595990965556186
2017-03-14,51.599998,0.03224752748875556
2017-03-15,51.146,-0.045396789971258136
2017-03-16,52.41,0.007694115956311079
2017-03-17,52.299999,0.12430701298701279
2017-03-20,52.383998999999996,0.03554778554778555
2017-03-21,50.136002000000005,0.03309343434343434
2017-03-22,51.001999,0.10257116620752983
2017-03-23,50.956001,0.06686117936117936
2017-03-24,52.632,0.05910047317024059
2017-03-27,54.043999,0.08535804473304473
2017-03-28,55.490002000000004,0.09655416065416064
2017-03-29,55.476002,0.11576010101010104
2017-03-30,55.584,0.11237815656565657
2017-03-31,55.66,0.0729560212514758
2017-04-03,59.703998999999996,0.19027839785206443
2017-04-04,60.740002000000004,0.09979011880291505
2017-04-05,59.0,0.11104540968530607
